,identifier,text,keywords 
605,XIN_ENG_19980929.0249,"Americas' First Ladies conference Opens. The 8th Americas' First Ladies conference opened here Monday to discuss issues related to social problems throughout the continent. The three-day conference will discuss issues of public health, development programs for women, the fight against family violence, and child abuse. It will also review the documents adopted during the last meeting in Panama about precocious pregnancy prevention, elimination of violence, obligations and rights for childhood and women's participation in the decision-making process. Chile's President Eduardo Frei said in his inaugural speech that the problem of poverty has been present in the continent for too long although efforts have been made over the years to reduce its magnitude. He stressed the importance of education in the fight against poverty.","{'decision-making', 'violence', 'participation'}"
606,XIN_ENG_19981015.0377,"Canada Condemns Shooting Down of Congo Airlines Jet. Canada Wednesday condemned the recent shooting down of a Congo Airlines jet near the town of kindu, in the Democratic Republic of Congo and urged all parties to renew immediately negotiations to achieve a cease-fire in the conflict. ""The use of missiles represents an intensification of the fighting, with its possibility of further deterioration, making it even more urgent for all parties to resume negotiations under the leadership of African leaders for a cessation of hostilities,"" said Foreign Affairs Minister Lloyd Axworthy in a release. The Minister also underlined his previous calls for action by the international community to support African efforts in the search for an immediate cease-fire, the withdrawal of foreign troops and a negotiated settlement to the current dispute that will ensure the sovereignty and territorial integrity of the Democratic Republic of Congo and its neighbors. ""Civilian populations are once again the principal victims in this conflict, which has sparked civilian acts of ethnic violence and discrimination,"" added Axworthy. The downing of the Congo Airlines commercial jet is the latest major development in the conflict, in which forces loyal to the Congolese government have been opposed by rebel fighters since August 2.","{'violence', 'discrimination', 'leadership'}"
607,XIN_ENG_19981030.0175,"Sino-European Seminar Highlights Women's Human Rights (2). They said domestic violence should not be regarded as a private affair, and women, especially handicapped, aged and migrant women, must be guaranteed legal protection. They noted that the abduction and kidnapping of women has become an ""international trade"" like drug trafficking, and all countries should adopt laws to crack down on such abuses. Feng Cui said that Chinese and European women also agreed during the five-day seminar that ""poverty is the most serious problem affecting women's status,"" ""women's participation in politics and management of social affairs should be improved"" and ""education is important for the realization of gender equality."" Improving people's awareness of protecting women's rights requires the united efforts of women from all countries, said Daniela Napoli, head of the Human Rights and Democratization Unit of the European Commission. She said the seminar was a first step made by European and Chinese women to expand their exchanges and cooperation, and from now on women from both sides will try to further bilateral and multilateral cooperion on the issue.","{'trafficking', 'violence', 'participation', 'gender equality'}"
608,XIN_ENG_19981031.0030,"WTO Chief Stresses Collective Leadership. Director-General Renato Ruggiero of the World Trade Organization (WTO), on Friday stressed the importance of ""collective leadership"" as a new approach to challenges facing the global economy. Ruggiero, addressing a conference on ""trade, investment and environment"" at the British Royal Institute of International Affairs, said the current financial crisis marks ""an important turning point"" in the process of globalization, and ""a new international consensus will have to develop for improving the management of the global economy if we are to continue to liberalize markets, and if globalization is to fulfil its promise."" ""We need to open up the international system to wider participation at the highest level of the decision-making process,"" he said. ""This implies that we must move from a predominantly unilateral leadership to a more collective leadership, with a more balanced share of responsibility."" ""What we need is an architecture which will take into account, at the highest political level, a number of players which goes beyond a few industrialized countries, and includes developing countries and economies in transition."" Also, an increasing number of issues have to be taken into account in the globalized world so as to develop a more balanced and global vision to accommodate a more complex and technology-driven global system, he said.","{'participation', 'leadership', 'decision-making'}"
609,XIN_ENG_19981103.0012,"Conference on Trafficking in Women Opens in Bangkok. Rising unemployment and poverty, children dropping out of schools, and falling exchange rates in the region could lead to a possible increase in trafficking of women and children for sexual exploitation, Adrianus Mooy, executive secretary of United Nation's Economic and Social Commission for Asia and the Pacific (ESCAP) said here Tuesday. In his opening remarks to a regional conference on Trafficking in Women, Mooy warned that deteriorating economic environment was a cause for serious concern and new approaches and solutions were required to tackle the problem. ""Strategies to combat trafficking in women and children must confront the transboundary and international nature of the activity,"" Mooy said pointing out that various bilateral and multilateral agreements could provide the framework and principles to approach the issue. On a positive note, Mooy said that despite the economic situation exacerbating flow of trafficking in women he was glad to see continuing efforts have been made at all levels to combat the problem. The Regional Conference on Trafficking in Women, being held at the United Nations conference center between November 3 and 4, is organized by ESCAP, the International Labor Organization (ILO), International Organization For Migration and the Asia Women's Fund.","{'trafficking', 'sexual exploitation', 'exploitation'}"
610,XIN_ENG_19981125.0013,"U.N. Launches Campaign on Violence Against Women. The United Nations Inter-Agency Working Group on Gender announced Tuesday that a 16-day campaign on violence against women to be launched in Ethiopia from November 25 to December 10, this year. A press release issued here said that December 10 will mark the 50th anniversary of the adoption of the Universal Declaration of Human Rights. The press release said that ""Violence is one of the most serious expressions of discrimination and lack of respect for women's rights"", and that ""common forms of violence against women in Ethiopia are wife battering, female genital mutilation, abduction, rape, psychological violence and violence in the workplace."" The global campaign on violence against women aims to mobilize the national government, the media, non-governmental organizations, the United Nations system, academic institutions and women's associations to ""work together to promote public awareness and an effective legal and law enforcement system,"" the press release said. The ultimate goal of the global campaign is ""a life free of violence"", it noted.","{'genital mutilation', 'violence', 'discrimination'}"
611,XIN_ENG_19981215.0026,"Ethiopian Girl Enrollment Up in Primary Education. Ethiopian Vice Minister of Education Tekle-Haymanot Haile-Selassie said Monday that the enrollment rate of girls in primary education in Ethiopia has increased to 38.3 percent from last year's 26 percent. Tekle-Haymanot said the female representation at the higher education institutions and teacher training institutes is 15 percent and 35 percent respectively. Addressing a meeting on primary education for children here, the vice minister said that education and training are crucial instruments to alleviate discrimination against women. The Ethiopian News Agency quoted Tekle-Haymanot as saying that girls education and the alleviation of women discrimination are important agenda in Ethiopia. Speaking at the meeting, Per Engebak, representative from the United Nations Children's Fund (UNICEF), said that girl-children are more often the victims of harmful traditional practices as well as sexual exploitation and abuse.","{'sexual exploitation', 'discrimination', 'exploitation'}"
612,XIN_ENG_19990205.0288,"Millions of Children Forced Into Sex Trade: Study. Some Asian countries, experiencing new economic hardships, report a notable increase in the number of children being pushed into the streets and into prostitution, an international child rights group claimed in its latest study. Although preventive measures are being adopted by some countries, millions of children are being forced into the sex trade, said ECPAT International, which means ""end child prostitution, child pornography and the trafficking of children for sexual purposes."" In the developed world sexual exploitation and seduction of children via the Internet has become a major impediment in dealing with the subject despite international public outcry against sexual exploitation of children. ECPAT has urged all countries to enact and enforce legislation to protect girls from sexual abuse, sexual exploitation, child prostitution and pornography. Apart from reinforcing legislation, the group has stressed that commitment from governments is essential to training and motivating law enforcers and making the courts ready to sentence traffickers.","{'trafficking', 'sexual exploitation', 'exploitation'}"
613,XIN_ENG_19990213.0060,"UNICEF Urges Protection of Children in Armed Conflict. The protection of children in armed conflict must be framed by standards and norms embodied in international human rights instruments and humanitarian law, the United Nations Children's Fund (UNICEF) said here Friday. Speaking at the Security Council's opening debate on the protection of civilians in armed conflict, Executive Director of UNICEF Carol Bellamy said over 300,000 children, girls as well as boys, have participated as combatants in the 30 most recent conflicts, and many of these children, some less than 10 years old, have witnessed or taken part in acts of unspeakable violence, often against their own families or communities. Bellamy said in establishing 18 as a minimum age for participation in United Nations peacekeeping operations, the U.N. set an important precedent, one aimed at ensuring the highest standard for the organization, and the U.N. recommended that this policy serve as an example for police and military forces worldwide. Bellamy said the reasons that give rise to children's participation in armed conflicts are often the very causes of the conflicts themselves: poverty, discrimination, displacement and marginalization. She said preventing the recruitment of children is as important as demobilization, and both objectives require a long-term commitment to education, to vocational training, attention to psycho-social needs and to reunifying children with their families.","{'violence', 'discrimination', 'participation'}"
614,XIN_ENG_19990305.0023,"Annan Says Gender Equality is Far from Reality. U.N. Secretary-General Kofi Annan said on Thursday that the United Nations is still short of the goal for full gender balance by 2000. ""Clearly, we must work harder,"" he told a panel discussion at the U.N. Headquarters here on equal rights between men and women on the occasion of International Women's Day which falls on March 8. Despite progress in women's participation in decision-making and many other fields, much remains to be done for gender equality, he said. Women are facing a new challenge of the negative side of globalization as poverty among women especially heads of households and older women appears to be deepening, he said. Women are likely to suffer financially the consequences of the break-up of the family when divorce rates increase everywhere, the U.N. chief said.","{'decision-making', 'participation', 'gender equality'}"
615,XIN_ENG_19990707.0238,"Cambodia Launches Campaign to Halt Child Sex Trade. The Cambodian Royal Government has launched an ambitious five-year plan against sexual exploitation of children, a newspaper report said Wednesday. Opening a two-day national conference to mark the launch of the plan Tuesday, Minister of Social Affairs Ith Sam Heng said the government would strengthen laws, monitor international trafficking networks, train law enforcement officials and educate the public. The minister said protection and rehabilitation services for exploited children are not only an international obligation but also ""a process of social and economic development"" for Cambodia. The five-year plan is consistent with the goals of the United Nations Convention on the Rights of the Child and the agenda for action adopted at the 1996 world congress against sexual exploitation of children, the Cambodia Daily said. In addition, the plan includes a public awareness campaign, the creation of a documentation center and training to sensitize the police, court officials and high-ranking officials on the issue.","{'trafficking', 'sexual exploitation', 'exploitation'}"
616,XIN_ENG_19990720.0292,"Indonesia's Largest Islamic Organization Congratulates PDI-P. Indonesia's largest Islamic organization Nahdlatul Ulama (NU) has congratulated the Indonesian Democratic Party of Struggle (PDI-P) for its victory in the June 7 general election. After addressing a seminar on women's leadership in a religious perspective and political culture in Semarang, capital of Central Java, on Monday, NU top executive Said Aqiel Siradj said NU allows a woman to be president. Based on a polling station result, involving 100 ulemas from Java, Madura and Bali, Siradj said 70 of them agreed that a woman could be a president, while 20 rejected the view and the rest abstained. In his address, Siradj reminded that Islam was brought by Prophet Muhammad to the human race to fight discrimination between man and woman. However, NU left the presidential matter to the People's Consultative Assembly (MPR), the country's highest decision-making body, Siradj was quoted by the Antara News Agency Tuesday as saying.","{'discrimination', 'leadership', 'decision-making'}"
617,XIN_ENG_19991005.0003,"10 Women Ministers Urge Bar on Human Trafficking. Women ministers from 10 countries, including the United States and South Africa, have called for the early completion of a U.N. convention against transnational organized crime and an additional document specifically dealing with trafficking in people. In a letter to U.N. Secretary-General Kofi Annan, which is published here Monday, the women ministers said, ""On the edge of the 21st century, it is unacceptable that human beings around the world are brought and sold into situations, such as sexual exploitation, domestic servitude and debt bondage, they are little different from slavery."" They said that they were writing ""as foreign ministers of 10 nations, and as concerned women, to affirm our strong support for the struggle to end the repulsive trafficking in human beings, predominantly women and children."" ""Together, we call for the earliest possible completion and full implementation of the convention and protocol,"" now being negotiated, and ""commit ourselves and our governments to doing all that we can to achieve this goal,"" they said. The letter was signed by foreign ministers Maria Eugenia Brizuela de Avila of El Salvador, Tarja Balonen of Finland, Andrea Willi of Lietchtenstein, Lydie Plofer of Luxembourg, Lila Ratsifandrihamanana of Madagascar, Rosairo Green Macias of Mexico, Aichatou Mindaoudou of Niger, Nkosazana Zuma of South Africa, Annan Lindh of Sweden, and Madeleine Albright of the United States.","{'trafficking', 'sexual exploitation', 'exploitation'}"
618,XIN_ENG_19991006.0321,"American Countries Approve Mechanism to Confront Drugs. The countries of the Organization of American States (OAS) Tuesday approved the ""Mechanism of Multilateral Evaluation (MEM)"" to confront the trafficking and consumption of drugs. This control mechanism in the fight against drugs was approved within the frame of the 26th ordinary period of sessions of the Inter-American Commission for the Control of the Abuse of Drugs (CICAD) in the OAS. A declaration issued during the meeting, signaled that the creation of this new mechanism is based on the respect of rights of sovereignty, territorial jurisdiction and the internal judicial order of the states, as well as the reciprocity, shared responsibility, integrity and equilibrium in the treatment of the issue. The mechanism is applicable to all the states, individually and collectively and will be governmental, unique and objective with the participation of specialized representatives of the governments. It will also exclude sanctions of any nature and respect the confidentiality of of the deliberations and of the information received.","{'trafficking', 'participation', 'shared responsibility'}"
619,XIN_ENG_19991013.0030,"UNICEF Proposes Steps to Improve Prospects of All Children. On the day statisticians estimate the world's six billionth child will be born, the United Nations Children's Fund (UNICEF) said on Tuesday that the child's chances of surviving to adulthood are at risk. ""We do not know where or when the six billionth baby will be born or whether he or she will be rich or poor, UNICEF""s Executive Director Carol Bellamy said. ""But the overwhelming odds are the six billionth child will be born poor. And we know that in the poorest countries one in three children will not even live beyond the age of five, much less attain adulthood."" According to Bellamy, such odds are completely unacceptable in a world where almost every nation has ratified the Convention on the Rights of the Child, which states that all children have the right to basic health and education as well as protection from the ravages of war, hazardous labour and sexual exploitation. UNICEF said to improve the prospects of the six billionth child, a broad swath of interventions are needed, including to close the widening between rich and poor, address the growing peril of armed conflicts, fulfil the basic right of all children to adequate nutrition, reduce child mortality, level the playing field so that girls have the same opportunities as boys, bring illiteracy to an end, end violence against girls and women, reduce early pregnancies, eliminate hazardous child labour, stop the mistreatment of minorities and conduct a global campaign against HIV/AIDS.","{'sexual exploitation', 'violence', 'exploitation'}"
620,XIN_ENG_19991216.0362,"U.S., African Energy Ministers Issue Joint Statement on Sustainable
Energy Development. The U.S. and African energy ministers Wednesday afternoon issued a joint statement, saying that they agreed to initiate a sustained cooperative effort, through governmental leadership and participants of the private, business and other sectors, to meet the energy needs and protect environment in Africa. The document, entitled ""the Joint Statement on Sustainable Energy Development and Cooperation in Support of the Environment,"" was issued at the end of the three-day U.S.-African Energy Ministers Conference, which began here Monday. The ministers or their representatives ""discussed the unique needs of Africa, including its serious energy shortages, limited access to exploitation and consumption of energy, and heavy dependence on traditional energy sources, taking into account its diversity and enormous potential,"" the statement said. ""The Energy Ministers agree to initiate a sustained cooperative effort, through governmental leadership and participation of the private, business and other sectors, including regional and sub-regional economic, intergovernmental, multilateral, and non-governmental organizations, to support the growth of adequate, accessible, environmentally safe and sound, secure, and affordable energy supplies,"" the statement said. The statement broke down into four parts, namely, goals of cooperation, targeted areas for cooperation, principles of cooperation, and implementation.","{'participation', 'leadership', 'exploitation'}"
621,XIN_ENG_20000117.0068,"Women Leaders Vow to Seek Enhanced Women Empowerment. Women leaders from all over the world vowed to pursue their drive for more enhanced women empowerment at their Global Forum which opened Monday at the Philippine International Convention Center here. Attending the forum are women politicians, academicians, issue advocacy activists, policy makers and business leaders. They examined the impact of women's political leadership on public policy, political processes and governing institutions. The women leaders have expressed their commitment to promote the equitable participation of women in politics and decision- making, and focused the forum discussions on changes in women's power and decision-making since women won the right to vote and hold public office several decades ago. The reasons identified why women are not represented in power and decision-making include lack of access to information, low economic status, lack of financial support and the need to balance family life with other demands. The forum speakers pointed out that the penalties of unequal access to power are not only borne by women but by the whole world as well. They also noted that despite the obstacles, women are breaking new grounds all over the world.","{'participation', 'leadership', 'decision-making'}"
622,XIN_ENG_20000308.0023,"UNICEF Targets Violence Against Women. The United Nations Children 's Fund (UNICEF) on Wednesday issued a strong attack against culturally-sanctioned homicidal violence directed at women and girls around the world. In a statement marking the International Women's Day, March 8, 2000, Executive Director of UNICEF, Carol Bellamy, said ""honor"" killings, acid violence, female infanticide and bride burning are examples of men and boys killing or seriously injuring female family and community members with impunity. Bellamy said it is an outrage when those who commit such crimes are openly admired in their communities and are subjected to only token prosecution. Although these crimes are unacceptable to the public in virtually all countries, the practices persist, even where there are legal prohibitions, Bellamy said. Bellamy said these crimes, along with the forced marriage, involuntary virginity tests, female genital mutilation, trafficking and forced prostitution, are egregious violations of girls' and women's rights, based on outmoded and unjust cultural norms.","{'trafficking', 'forced marriage', 'violence', 'genital mutilation'}"
623,XIN_ENG_20000309.0323,"Guatemalan Women Demonstrate Against Gender Discrimination. Some 1,000 women held a demonstration in Guatemala City Wednesday, demanding respect for women's rights and end to domestic violence, said reports reaching here. The demonstrators, marking the International Women's Day, rallied in front of the Presidential House and then marched to the Constitution Plaza, calling for protection of their rights and efforts to stop social injustice against women, including discrimination, exclusion, illiteracy, poverty, and lack of medical assistance. Nineth Montenegro, deputy from the leftist New Nation Alliance (ANN), made a speech during the demonstration, urging Guatemalan women to continue to sow ""the seeds of the new nation that all of us want to build on the foundation of gender equality."" According to a private social and political studies institute, 40 percent of the Guatemalan population is illiterate, the majority of which are women, while women's average salaries are 20 to 40 percent less than their male colleagues in the country.","{'violence', 'discrimination', 'gender equality'}"
624,XIN_ENG_20000318.0077,"HK Govt Supports Equal Opportunities in Employment. The Labor Department fully supports the promotion of equal opportunities, particularly in the area of employment, Commissioner for Labor Matthew Cheung Kin- chung said at a conference organized by the Equal Opportunities Commission today. This is in line with the government's commitment to fostering gender equality through legislation and administrative policies. Cheung said equality of men and women was a ""cardinal principle "" enshrined in many international human rights conventions applicable to Hong Kong. While the Bill of Rights Ordinance provided that men and women should enjoy the same basic human rights and equal protection under the law, the Sex Discrimination Ordinance rendered unlawful discrimination on the grounds of sex, marital status or pregnancy in specified areas of activities including employment, Cheung said. ""Our labor legislation provides equal protection in all employment-related areas to all employees, irrespective of sex, and these areas mainly cover rights and benefits as well as safety and health,"" the commissioner said.","{'discrimination', 'equal opportunities', 'gender equality'}"
625,XIN_ENG_20000504.0281,"Panama Opens 6th Iberoamerican Women's Meeting. Panamanian President Mireya Moscoso said in her opening speech that the economic transformations have been imposed in the Iberoamerican countries through globalization, a fact that has affected the region. She said that discrimination in labor, family violence, sexual abuse and so forth, still are a burden for young girls and adolescent women. The head of the Panamanian state called to assume the commitments of building a society that will guarantee a true social justice for men and women, which could not be obtained if it is not with the participation of all the sectors. The Panama Declaration, to be adopted during the two-day event, will be ratified in the Iberoamerican Summit, whose slogan is "" United by Childhood and Adolescence, Basis of the Justice and the Equity in the New Millennium."" Among the countries attending the meeting are Argentina, Bolivia, Colombia, Costa Rica, Cuba, Chile, Ecuador, Peru, Uruguay, Portugal, Brazil, Spain, Guatemala, Honduras, Mexico, Nicaragua, Paraguay, Dominican Republic, Venezuela, El Salvador, and Panama.","{'violence', 'discrimination', 'participation'}"
626,XIN_ENG_20000512.0157,"China Holds Symposium on Women's Issues. A symposium on gender equality and women's development in the 21st century jointly sponsored by the China Women Research Society and a United Nations organization for gender issues opened in Beijing today. The three-day symposium, which is being held to mark the fifth anniversary of the Fourth World Conference on Women, will discuss women's issues of poverty relief, education, health, employment, political participation, law, human rights, among other topics. During the past five years, China has implemented the Program on the Development of Chinese Women (1995-2000) and has made outstanding achievements in improving women's political and social status and promoting equality between men and women, said Peng Peiyun, chairman of the All-China Women's Federation and the China Women Research Society at today's opening ceremony. She said that China will make further efforts to eliminate gender discrimination and end the problems which harm the rights and interests and development of women. The headquarters of the United Nations will hold a special conference to mark the Fourth World Conference on Women and discuss issues concerning women's equal rights in June. The symposium in China will contribute the ideas of Chinese women to the conference.","{'participation', 'discrimination', 'gender equality'}"
627,XIN_ENG_20000603.0029,"Backgrounder: Fourth World Conference on Women (by Xie Meihua). The United Nations has convened four world conferences on women in the past quarter of a century which have been instrumental in elevating the cause of gender equality to the very center of the global agenda and have united the international community behind a set of common objectives with an effective plan of action for the advancement of women everywhere, in all spheres of public and private life. The Fourth World Conference on Women, which was held in September 1995 in Beijing, China, is regarded as a new chapter in the struggle for gender equality. It brought about a new international commitment to the goals of gender equality, development and peace for all women and moved the global agenda for the advancement of women into the twenty-first century. The fundamental transformation that took place at the Beijing Conference was the recognition of the need to shift the focus from women to the concept of gender, recognizing that the entire structure of society, and all relations between men and women within it, had to be re-evaluated. This change represented a strong reaffirmation that women's rights were human rights and that gender equality was an issue of universal concern, benefiting all. The legacy of the Beijing Conference was that it sparked a renewed global commitment to the empowerment of women everywhere and drew unprecedented international attention. The Conference unanimously adopted the Beijing Declaration and Platform for Action, that was in essence an agenda for women's empowerment and stands as a milestone for the advancement of women in the twenty- first century. The Platform for Action specified twelve critical areas of concern considered to represent the main obstacles to women's advancement, which required concrete action by Governments and civil society: women and poverty; education and training of women; women and health; violence against women; women and armed conflict; women and the economy; women in power and decision-making; institutional mechanisms for the advancement of women; human rights of women; women and the media; women and the environment; and the girl child.","{'decision-making', 'violence', 'gender equality'}"
628,XIN_ENG_20000610.0210,"U.N. Special Session on Women Adopts Political Declaration. The Governments reaffirmed their commitment to the implementation of the 12 critical areas of concern in the Beijing Platform for Action, which are women and poverty; education and the training of women; women and health; violence against women; women and armed conflict; women and the economy; women in power and decision-making; institutional mechanisms for the advancement of women; human rights of women; women and the media; women and the environment; and the girl child. The Governments recognized that they have the primary responsibility for the full implementation of the Nairobi Forward- looking Strategies for the Advancement of Women, the Beijing Declaration and Platform for Action and all the relevant commitments for the advancement of women. The Governments emphasized that men must involve themselves and take joint responsibility with women for the promotion of gender equality. The Governments reaffirmed their commitment to overcoming obstacles encountering in the implementation of the Beijing Platform for Action and the Nairobi Forward-looking Strategies and to strengthen and safeguard a national and international enabling environment, and to this end pledge to undertake further action to ensure its full and accelerated implementation, including through the promotion and protection of all human rights and fundamental freedom, mainstreaming a gender perspective into all policies and programs and promoting women's full participation and empowerment and enhanced international cooperation for the full implementation of the Beijing Platform for Action. The Governments recognized the role and contribution of civil society, in particularly nongovernmental organizations and women's organizations, in the implementation of the Beijing Declaration and Platform for Action and encouraged their participation in further implementation and assessment processes.","{'decision-making', 'participation', 'violence', 'gender equality'}"
629,XIN_ENG_20000801.0094,"90 Percent Chinese Favor Amendments to Marriage Law (1). With increasing concerned bigamy, sexual discrimination, brides trafficking and extra-marital affairs, 91.6 percent of Chinese prefer amending existing Marriage Law to redress these problems, according to a national survey by the All-China Women's Federation. According to Ding Lu, director of the Women's Rights and Interests Department of the Federation, the Federation has put forward five proposals on amending the law: -- Bigamy and keeping extra-marital lovers should be resolutely curbed. -- Family property system should be improved to protect the legitimate rights and interests of women, since they are usually disadvantaged in the male-dominated world; -- Domestic violence should never be tolerated;","{'trafficking', 'violence', 'discrimination'}"
630,XIN_ENG_20000911.0161,"UN to Launch Reports on Asia's Sexually Abused Children in Bangkok. Two U.N. reports on Asia's teenage victims of sexual abuse (rape and incest) and sexual exploitation (trafficking, prostitution and pornography) will be formally launched here Friday, a Bangkok-based U.N. regional agency said here Monday. The U.N. Economic and Social Commission for Asia and the Pacific (ESCAP) said in a statement that the two reports, which it produced after conducting related studies in Southeast Asia and South Asia, will reveal the grave physical and psychological situations those abused children are facing due to inadequate health and social care. ""We found that there were virtually few services available for young victims of sexual abuse and sexual exploitation and, where services existed, they only treated physical ailments, "" Kim Hak- su,executive secretary of the ESCAP, was quoted as saying. ""Almost no regard was paid to the emotional and psychological care young victims need to help them recover and reintegrate back into the community,"" he noted. The two reports also found that although legislation against sexual abuse and sexual exploitation exists in all countries of Southeast Asia and South Asia, great challenges remain to enforce these laws as well as to strengthen preventative and punitive measures against perpetrators, the ESCAP head said.","{'trafficking', 'sexual exploitation', 'exploitation'}"
631,XIN_ENG_20000919.0372,"Cambodia Launches Anti-Trafficking Office. Cambodia must improve its ability to prosecute those who organize and profit from the trafficking of humans, said Mu Sochua, Minister of Women's and Veterans' Affairs, according to The Cambodia Daily Tuesday. At the opening of the ministry's new Counter-Trafficking Bureau Monday, Mu Sochua said that the new bureau will focus on improving the capacity of the ministry to deal with trafficking issues by sensitizing its members to the problem. Between 400 and 800 Cambodian women and children are trafficked to Thailand each month to work as prostitutes or beggars, the local newspaper quoted Chanthol Oung , director of the Cambodian Women's Crisis Center, as saying. He pointed out the some police officers are also involved in sexual exploitation of children by either protecting brothel owners or directly trafficking children. ""There are thousands of girls and boys between 15 and 18 years who suffer from trafficking and sexual exploitation and do not have justice because they are (outside the trafficking law)"", Mu Sochua said.","{'trafficking', 'sexual exploitation', 'exploitation'}"
632,XIN_ENG_20001015.0047,"Barak Suggests End of Peace Process at Current Format. Israeli Prime Minister Ehud Barak said Sunday that in his sense, the political process with the Palestinians at the current format had ""reached the end of the path,"" Israel Radio reported. Speaking at Sunday morning's weekly cabinet meeting, Barak stressed that he believes Israel and the Palestinians could reach a peace agreement sooner or later, according to the report. However, the current Israeli leadership encounters great difficulties in reaching any decisions on such an agreement to take place because of the recent violence, the prime minister added. The cabinet meeting was convened to discuss the scheduled summit on Monday between Barak and Palestinian leader Yasser Arafat in the wake of the bloody confrontations between the two sides in the past 18 days, which had claimed more than 100 lives, most of them Palestinians. Barak stated that the summit, which will take place in the Egyptian Red Sea resort of Sharm el Sheikh with the participation of U.S. President Bill Clinton and Egyptian President Hosni Mubarak, will only try to stop the cycle of violence and to find the mechanism to make sure that the clashes will not restart again.","{'violence', 'leadership', 'participation'}"
633,XIN_ENG_20001219.0280,"Full Text of White Paper on Population in China (12). Safeguarding the Rights and Interests of Women and Children 20. Women's rights to work should be safeguarded. They should enjoy the equal rights with man in business management and operation. Women's economic status should be enhanced, and their fields of work expanded so that they enjoy more working opportunity and higher quality of work. We insure women's rights to get proper payment, to have holidays, to enjoy good working conditions and social security and to be protected in special labor. 21. Safeguarding the political, social, and cultural rights of women. Efforts should be made to realize the equality between men and women and optimize the environment for women's development by eliminating discrimination against women; safeguard women's rights to participate in political and social affairs and to receive education; encourage women's self-esteem, self-confidence and independence, creating conditions for their participation in management and decision-making process; promote a new type of family relations by reducing the burden of housework for women. Protect the special interests of the adolescents, the elderly and disabled women; and crack down on crimes such as violence, trafficking and prostitution, insuring the personal safety and property rights of women. 22. Safeguarding women's rights to childbearing in accordance with the law. Efforts should be made to enhance women's understanding of health care and guide their ideas on marriage and childbearing; safeguard women's rights of marriage, family and childbearing and the rights during the period of menses, pregnancy and maternity; strengthen the publicity and education of man's role and responsibility in carrying out family planning and raising children and improve women's rights of decision making in family; held health check-up, prevention and treatment of reproductive tract infections to women on a regular basis, insuring much-needed lifelong medical service for women at different stages of their life. Meanwhile, efforts should be made to cover the cost of contraception, fertility regulation, and childbearing by pooling various capital resources; and insure preliminary health care and reasonable subsidy for women in their childbearing period. Any discrimination against women giving birth to female baby or women of infertility is forbidden.","{'violence', 'discrimination', 'participation', 'trafficking', 'decision-making'}"
634,XIN_ENG_20001220.0031,"EU Supports Fight Against Violence to Women, Children. The European Commission said Wednesday it has granted aid worth five million euro (4.45 million U.S. dollars) to help finance 47 projects aimed at combating violence against women and children. There are projects in all 15 European Union (EU) member states and for the first time several EU candidate countries and some countries from the European Free Trade Association are also involved, said the commission, the EU's executive branch. The aid, which is drawn from the EU's 2000 budget, is for projects starting in 2001. In each case an average of four to five EU member states will be taking part. Under an action program, the funded projects will deal with human trafficking, sexual exploitation, all forms of domestic violence and abuse, as well as violence in schools and violence against minority groups and migrants. EU Commissioner for Justice and Home Affairs Antonio Vitorino said the EU regards violence against women and children as a serious breach of their human rights.","{'trafficking', 'sexual exploitation', 'violence', 'exploitation'}"
635,XIN_ENG_20001221.0331,"EU Steps Up Action to Combat Human Trafficking. These framework decisions will provide emphatic legal protection for children as well as persons being trafficked into and within the EU for exploitative purposes, said the European Commission, the EU's acting body. ""The decisions we proposed today will be an important step towards eradicating from Europe the unscrupulous practices of trafficking in human beings and the sexual exploitation of children. It is appalling that in the Europe of the 21st century such barbaric practices are still widespread -- even increasing,"" said EU Commissioner for Justice and Home Affairs Antonio Vitorino when announcing the measures. ""Because of their very nature, these problems recognize no national boundaries. They infect the whole of Europe, and only a European solution can effectively combat them,"" he said. The EU is seeking to bring greater visibility to these modern forms of slavery and to provide a legal framework, said EU Commissioner for Employment and Social Affairs Anna Diamantopoulou. ""It is estimated that between 700,000 to two million women and girls each year are subject to trafficking worldwide. In Europe alone, this figure is estimated at 500,000. But we must also tackle the root causes of trafficking: Poverty, unemployment and gender discrimination,"" she said.","{'trafficking', 'sexual exploitation', 'discrimination', 'exploitation'}"
636,XIN_ENG_20010112.0018,"Zimbabwe Launches Gender Equality Program. Zimbabwean Minister of Youth Development, Gender and Employment Creation Border Gezi Friday Lunched an education program to fight gender discrimination and violence against women in Bulawayo, the country's second largest city. Gezi said that his ministry will hold workshops throughout the country to educate people on the need to promote gender equality and end all forms of violence against women. ""Gender violence and discrimination is a serious problem in the country,"" he said. ""The problem needs to be eliminated as soon as possible in order to create harmony in the country."" Thousands of Zimbabwean women will be allocated funds to enable them to start income generating and employment creation projects during the gender education program, which is expected to end in April this year, the minister said.","{'violence', 'discrimination', 'gender equality'}"
